Winery,Wine Name,Vintage,Appellation,Country,Class Nam,Price,Medal
Becker Vineyards,Semillion,2017,Texas High Plains,USA,Semillon,40,S
Becker Vineyards,Viognier,2019,Texas,USA,Viognier,15,S
Bending Branch Winery,Old Vine Petite Sirah,2018,Paso Robles,USA,Petite Sirah,42,B
Bending Branch Winery,Petite Sirah,2018,Texas High Plains,USA,Petite Sirah,38,B
Bending Branch Winery,Estate Tannat,2018,Texas Hill Country,USA,Other Red Varietal,65,G
Bending Branch Winery,Cabernet Sauvignon,2018,Texas High Plains,USA,Cabernet Sauvignon,50,S
Bending Branch Winery,Reserve Charbono,2017,Sierra Foothills,USA,Charbono,65,S
Bending Branch Winery,Tannat,2018,Texas High Plains,USA,Other Red Varietal,50,S
Bending Branch Winery,Tannat,2018,Texas Hill Country,USA,Other Red Varietal,55,S
Bending Branch Winery,Petit Verdot,2018,Texas High Plains,USA,Petit Verdot,38,S
Bending Branch Winery,Tempranillo,2018,Texas High Plains,USA,Tempranillo,32,S
Beni di Batasiolo,Barbera,2019,Barbera d’Alba DOC,Italy,Barbera,17,S
Beni di Batasiolo,Gavi Cortese,2020,Gavi DOCG,Italy,Italian White Varietal,17,S
Bent Ladder,Vidal Blanc,2019,Wayne County| Ohio,USA,Other Hybrid White Varietal,14,B
Bent Ladder,Estate Heirloom Cider,2020,Wayne County| Ohio,USA,Cider,13,S
Bent Ladder,Farmstead Blend Cider,2020,Wayne County| Ohio,USA,Cider,13,S
Bent Ladder,Bent White Blend,2019,Wayne County| Ohio,USA,Hybrid White Blend,14,S
Bent Oak Winery,Reserve Cabernet Sauvignon,2018,Alexander Valley,USA,Cabernet Sauvignon,52,B
Bent Oak Winery,Dolcetto,2019,Texas High Plains/Terry County,USA,Dolcetto,26,B
Bent Oak Winery,Trebbiano,2019,Texas High Plains/Terry County,USA,Italian White Varietal,24,B
Bent Oak Winery,Viognier,2019,Texas High Plains/Terry County,USA,Viognier,28,B
Bent Oak Winery,Roussanne,2019,Texas High Plains/Terry County,USA,White Rhône Varietal,26,B
Bent Oak Winery,Barrel Aged Sauvignon Blanc,2019,Texas High Plains/Terry County,USA,Sauvignon Blanc,28,G
Bent Oak Winery,Reserve Zinfandel,2018,Russian River Valley,USA,Zinfandel,50,G
Bent Oak Winery,Barrel Aged Zinfandel,2018,Sonoma County,USA,Zinfandel,42,G
Bent Oak Winery,Chardonnay,2020,Russian River Valley,USA,Chardonnay,34,S
Bent Oak Winery,Blanc du Bois,2019,Texas,USA,Other Hybrid White Varietal,24,S
Bent Oak Winery,Reserve Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,52,S
Bent Oak Winery,Barrel Aged Sangiovese,2019,Texas High Plains/Terry County,USA,Sangiovese,30,S
Bent Oak Winery,Barrel Aged Viognier,2019,Russian River Valley,USA,Viognier,36,S
Berry Bomb,Red Wine,2018,California,USA,Non-Bordeaux Blend<$25,13,S
Berton Vineyards,Reserve Cabernet Sauvignon,2018,Coonawarra,Australia,Cabernet Sauvignon,22,S
Berton Vineyards,Metal Label Sauvignon Blanc,2021,Padthaway,Australia,Sauvignon Blanc,18,S
Berton Vineyards,Metal Label Black Shiraz,2020,South Eastern Australia,Australia,Syrah / Shiraz,18,S
Bethel Rd. Winery,CCOF Grenache,2018,Templeton Gap| Paso Robles,USA,Grenache,36,B
Bethel Rd. Winery,CCOF Albariño,2019,Templeton Gap| Paso Robles,USA,Spanish / Argentine/ Portugese White Varietals,30,B
Bethel Rd. Winery,CCOF Grenache Blanc,2019,Templeton Gap| Paso Robles,USA,White Rhône Varietal,30,GG
Bethel Rd. Winery,CCOF LN. 2 Red Blend,2017,Templeton Gap| Paso Robles,USA,Premium Non- Bordeaux Blends>$25,45,S
Bethel Rd. Winery,CCOF Primitivo,2017,Templeton Gap| Paso Robles,USA,Primitivo,40,S
Bianchi Winery,Reserve Duality Premium Red Blend,2019,Paso Robles,USA,Premium Non- Bordeaux Blends>$25,70,G
Bianchi Winery,Signature Selection Cabernet Sauvignon,2018,Paso Robles,USA,Cabernet Sauvignon,35,S
Bianchi Winery,Reserve The Geste Red Cuvee,2019,Paso Robles,USA,Red Rhône Blend,70,S
Bingham Family Vineyards,Reserve Estate Tempranillo,2017,Texas High Plains,USA,Tempranillo,44,B
Bingham Family Vineyards,Estate Viognier,2019,Texas High Plains,USA,Viognier,32,B
Bingham Family Vineyards,Estate Roussanne,2019,Texas High Plains,USA,White Rhône Varietal,32,B
Bingham Family Vineyards,Reserve Estate Dolcetto,2017,Texas High Plains,USA,Dolcetto,39,S
Bingham Family Vineyards,Estate Dugout Premium Bordeaux Blend,2018,Texas High Plains,USA,Premium Bordeaux Blend >$25,37,S
Black Chook,Shiraz,2020,McLaren Vale,Australia,Syrah / Shiraz,15,S
Black Saint Peter,Old Vine Zinfandel,2020,Lodi,USA,Zinfandel,18,S
Block '&' Barrel,Chardonnay,2019,Monterey County,USA,Chardonnay,17,G
Block '&' Barrel,Red Blend,2019,Monterey County,USA,Red Rhône Blend,17,G
Block '&' Barrel,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,17,S
Blood Brother Republic,Single Cabernet Sauvignon,2020,McLaren Vale,Australia,Cabernet Sauvignon,36,B
Blood Brother Republic,Cabernet Sauvignon,2020,McLaren Vale,Australia,Cabernet Sauvignon,25,B
Blood Brother Republic,Shiraz,2020,McLaren Vale,Australia,Syrah / Shiraz,36,B
Blood Brother Republic,Shiraz,2020,McLaren Vale,Australia,Syrah / Shiraz,25,S
Bloom '&' Bounty,Vermentino,2020,Lodi,USA,Italian White Varietal,19,S
Bluestone Vineyard,Estate Cabernet Franc,2019,Shenandoah Valley,USA,Cabernet Franc,28,B
Bluestone Vineyard,Estate Oaked Chardonnay,2017,Shenandoah valley,USA,Chardonnay,24,B
Bluestone Vineyard,Estate Chardonnay,2019,Shenandoah Valley,USA,Chardonnay,22,B
Bluestone Vineyard,Estate Oaked| The Steep Face Chambourcin,2017,Shenandoah Valley,USA,Hybrid Red Varietal,23,B
Bluestone Vineyard,Estate Oaked Blue Ice Blue Ice Wine,2017,Shenandoah Valley,USA,Ice Wine (All White Varietals),27,B
Bluestone Vineyard,Estate| Oaked Merlot,2019,Shenandoah Valley,USA,Merlot,26,B
Bluestone Vineyard,Oaked Petit Verdot,2019,Virginia,USA,Petit Verdot,26,B
Bluestone Vineyard,Oaked Petit Manseng,2020,Virginia,USA,Other White Varietal .7% or below,25,S
Bluestone Vineyard,Estate Oaked| Houndstooth Premium Bordeaux Blend,2017,Shenandoah Valley,USA,Premium Bordeaux Blend >$25,28,S
Bodega Hermanos Del Villar S.L,Oro De Castilla Verdejo,2020,DO Rueda,Spain,Spanish / Argentine/ Portugese White Varietals,16,S
Bodega Lar De Maia,Lar De Maia Tempranillo,2017,Castillo Y leon,Spain,Tempranillo,50,B
Bodega Linaje Garsea,Private Collection Tempranillo,2009,DO Ribera Del Duero,Spain,Tempranillo,180,B
Bodega Tierra Aranda,Viña Hijosa Crianza,2017,Ribera De Duero,Spain,Tempranillo,9,B
Bodega Y Vinedos Maires S.L,Ademan Carabizal Tinta de Toro,2020,Carabizal| Do Toro,Spain,Tempranillo,10,GG
Bodega y Vinedos Pradorey,Finca Valdelayegua Tempranillo,2018,DO Ribera del Duero,Spain,Tempranillo,22,S
Bodegas Abadia La Arroyada,Tempranillo Crianza,2017,Do Ribera Del Duero,Spain,Tempranillo,22,S
Bodegas Abadia La Arroyada,Tempranillo Crianza,2020,Do Ribera Del Duero,Spain,Tempranillo,12,S
Bodegas Arcano,Tempranillo,2018,Ribera Del Duero,Spain,Tempranillo,20,GG
Bodegas Arcano,Tempranillo,2016,Ribera Del Duero,Spain,Tempranillo,25,S
Bodegas Balbas,Reserva Tempranillo,2016,DO Riserva Del Duero,Spain,Tempranillo,40,B
Bodegas Belote| SL,Pneto Picudo,2016,DO Leon,Spain,Spanish / Portugese / Argentine Reds,21,S
Bodegas Carramimbre S.A.,Crianza,2018,DO Ribera Del Duero,Spain,Tempranillo,20,B
Bodegas de Alberto,Sobre Lias Verdejo,2020,D.O. Rueda,Spain,Spanish / Argentine/ Portugese White Varietals,14,S
Bodegas Diez Gomez,Tinto De Toro,2020,Do Toro,Spain,Tempranillo,23,S
Bodegas Francisco Casas SA,Tinta de Toro,2017,DO Toro,Spain,Tempranillo,15,B
Bodegas Frutos Villar,Calderona Reserva Tempranillo,2016,DO Cigales,Spain,Tempranillo,22,GG
Bodegas Mazas,Verdejo,2019,Do Toro,Spain,Spanish / Argentine/ Portugese White Varietals,18,S
Bodegas Mazas,Roble,2019,Do Toro,Spain,Tempranillo,18,S
Bodegas Pinna Fidelis,Crianza,2018,DO Ribera Del Duero,Spain,Tempranillo,16,G
Bodegas Santa Eualia,Conde Siruela Crianza Tempranillo,2018,DO Ribera De Duero,Spain,Tempranillo,28,S
Bodegas Vitulia S.L.,Tempranillo,2016,Do Ribera Del Duero,Spain,Tempranillo,55,B
Bodegas Y Vinedos Rauda,Reserve Tempranillo,2015,DO Ribera del Duero,Spain,Tempranillo,22,B
Bogati Bodega and Vineyard,Malbec,2020,Virginia,USA,Malbec,32,B
Bohemia Sekt,jakostní šumivé víno Louis Girardot Brut,2017,Morava,Czech Republic,Brut (less than 12 g/l),20,G
Bohemia Sekt,jakostní šumivé víno Prestige Brut,2019,Morava,Czech Republic,Brut (less than 12 g/l),11,S
Bohemia Sekt,jakostní šumivé víno Prestige 36 Brut,2015,Morava,Czech Republic,Brut (less than 12 g/l),16,S
Bohemia Sekt,jakostní šumivé víno Chateau Bzenec Brut,2017,Morava,Czech Republic,Riesling / Muscat Sparkling,9,S
Bohemia Sekt,jakostní šumivé víno Prestige Chardonnay,2017,Morava,Czech Republic,Varietal Sparkling,11,S
Bold Move,Red Blend,2020,California,USA,Non-Bordeaux Blend<$25,16,B
Bonfilia,Vino Rosso,2019,Veneto IGT,Italy,Non-Bordeaux Blend<$25,22,B
Bonfilia,Sangiovese,2019,Puglia IGT,Italy,Sangiovese,22,S
Bonpas,White Blend,2020,Luberon,France,White Rhône Blend,12,B
Bonpas,Réserve de Bonpas Red Blend,2020,Côtes-du-Rhône,France,Red Rhône Blend,13,GG
Bonpas,Grande Réserve des Challières Red Blend,2020,Ventoux,France,Red Rhône Blend,12,S
Bonpas,Croix de Bonpas Red Blend,2019,Côtes-du-Rhône Villages,France,Red Rhône Blend,16,S
Bookcliff Vineyards,Reserve Cabernet Franc,2019,Colorado,USA,Cabernet Franc,27,B
Bookcliff Vineyards,Cabernet Sauvignon,2019,Colorado,USA,Cabernet Sauvignon,21,G
Bookcliff Vineyards,Ensemble Bordeaux Blend,2019,Colorado,USA,Bordeaux Blends<$25,23,S
Bookcliff Vineyards,Reserve Malbec Malbec,2019,Colorado,USA,Malbec,30,S
Bowhead,Sauvignon Blanc,2019,Columbia Valley,USA,Sauvignon Blanc,19,B
BR Cohn,Sonoma Series Cabernet Sauvignon,2019,Sonoma County,USA,Cabernet Sauvignon,35,B
BR Cohn,Silver Label Cabernet Sauvignon,2019,North Coast,USA,Cabernet Sauvignon,21,S
Brassfield Estate Winery,Estate Grown| Produced and Bottled Cabernet Sauvignon,2019,High Valley,USA,Cabernet Sauvignon,30,B
Brassfield Estate Winery,Estate Grown| Produced and Bottled Viognier,2020,High Valley,USA,Viognier,30,B
Brassfield Estate Winery,Estate Grown| Produced and Bottled Chardonnay,2020,High Valley,USA,Chardonnay,30,G
Brassfield Estate Winery,Estate Grown| Produced and Bottled Pinot Noir,2019,High Valley,USA,Pinot Noir,28,S
Brassfield Estate Winery,Estate Grown| Bottled| and Produced Red Blend,2019,High Valley,USA,Premium Non- Bordeaux Blends>$25,25,S
Brecon Estate,Estate Premium Bordeaux Blend,2018,Paso Robles/Adelaida,USA,Premium Bordeaux Blend >$25,62,B
Brecon Estate,Feral Underclass Premium Red Blend,2018,Paso Robles/Adelaida,USA,Premium Non- Bordeaux Blends>$25,72,B
Brecon Estate,Estate Reserve Petite Sirah,2019,Central Coast,USA,Petite Sirah,78,G
Brecon Estate,Estate Reserve Cabernet Sauvignon,2018,Paso Robles/Adelaida,USA,Cabernet Sauvignon,82,GG
Brecon Estate,Haggis Basher Red Blend,2019,Paso Robles/Adelaida,USA,Red Rhône Blend,82,GG
Brecon Estate,Estate Tannat,2019,Paso Robles/Adelaida,USA,Other Red Varietal,64,S
Brecon Estate,Forty-Two Premium Red Blend,2019,Central Coast,USA,Premium Non- Bordeaux Blends>$25,64,S
Broadside,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,18,B
Broadside,Blackletter Cabernet Sauvignon,2018,Willow Creek District| Paso Robles,USA,Cabernet Sauvignon,75,B
Broadside,Single Vineyard Merlot,2019,Paso Robles,USA,Merlot,18,B
Broadside,Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,25,S
Brockenchack,Jack Harrison,2016,Barossa - Eden Valley,Australia,Syrah / Shiraz,60,G
Brockenchack,Zip Line,2018,Barossa - Eden Valley,Australia,Syrah / Shiraz,24,S
Brockenchack,Jack Harrison,2018,Barossa - Eden Valley,Australia,Syrah / Shiraz,60,S
Brockenchack,William,2018,Barossa - Eden Valley,Australia,Syrah / Shiraz,150,S
Browne Family Vineyards,Syrah,2018,Walla Walla,USA,Syrah / Shiraz,60,GG
Browne Family Vineyards,Tribute Premium Bordeaux Blend,2018,Columbia Valley,USA,Premium Bordeaux Blend >$25,30,S
Buena Vista Winery,Chateau Buena Vista Red Blend,2019,Napa County/Sonoma County,USA,Premium Non- Bordeaux Blends>$25,40,B
Buena Vista Winery,The Sheriff Premium Bordeaux Blend,2019,Sonoma County,USA,Premium Non- Bordeaux Blends>$25,50,B
Buena Vista Winery,Chardonnay,2020,North Coast (California),USA,Chardonnay,15,S
Buena Vista Winery,Chateau Buena Vista Chardonnay,2019,Carneros,USA,Chardonnay,35,S
Bulletin Place,Merlot,2020,South Eastern,Australia,Merlot,11,B
Bumgarner Winery,Barbera,2017,El Dorado,USA,Barbera,28,S
Bumgarner Winery,Cabernet Franc,2018,El Dorado,USA,Cabernet Franc,34,S
Bumgarner Winery,Tempranillo,2017,El Dorado,USA,Tempranillo,30,S
Butter Bomb,Chardonnay,2018,California,USA,Chardonnay,13,S
Buttercup,Chardonnay,2019,California,USA,Chardonnay,13,S
Butternut,Rosé,2020,Paso Robles,USA,Rosé,15,B
Butternut,Cabernet Sauvignon,2020,California,USA,Cabernet Sauvignon,15,S
Butternut,Pinot Noir,2020,California,USA,Pinot Noir,15,S
CA-Bear-Nay,Cabernet Sauvignon,2020,California,USA,Cabernet Sauvignon,16,S
Cabert Storia,Merlot,2019,D.O.C. Friuli Colli Orientali,Italy,Merlot,25,S
Cabert Storia,Sauvignon Blanc,2020,D.O.C. Friuli Colli Orientali,Italy,Sauvignon Blanc,25,S
Calabria Family Wines,3 Bridges Chardonnay,2019,Tumbarumba,Australia,Chardonnay,25,B
Calabria Family Wines,3 Bridges Cabernet Sauvignon,2019,Barossa Valley,Australia,Cabernet Sauvignon,25,G
Calabria Family Wines,3 Bridges Grenache,2019,Barossa Valley,Australia,Grenache,25,G
Calabria Family Wines,3 Bridges Shiraz,2019,Barossa Valley,Australia,Syrah / Shiraz,25,G
Calabria Family Wines,3 Bridges Petite Sirah,2019,Riverina,Australia,Petite Sirah,25,GG
Calabria Family Wines,Private Bin Montepulciano,2020,Riverina,Australia,Other Italian Reds,15,S
Calabria Family Wines,Private Bin Nero D'Avola,2020,Riverina,Australia,Other Italian Reds,15,S
Calabria Family Wines,Alternato Red Blend,2018,Barossa Valley,Australia,Premium Non- Bordeaux Blends>$25,40,S
Calabria Family Wines,Saint Petri Shiraz Carignan,2018,Barossa Valley,Australia,Red Rhône Blend,80,S
Calabria Family Wines,Saint Petri Grenache Shiraz Mataro,2018,Barossa Valley,Australia,Red Rhône Blend,80,S
Calabria Family Wines,Iconic 100 Year Old Vines Shiraz,2018,Barossa Valley,Australia,Syrah / Shiraz,180,S
Calabria Family Wines,Sophie Rose Grenache Rosé,2021,Barossa Valley,Australia,Varietal Rosé,25,S
Calabria Family Wines,Yarrrunga Field White Blend,2021,Riverina,Australia,White Rhône Blend,10,S
Calayas,Cabernet Sauvignon,2017,Malibu Coast,USA,Cabernet Sauvignon,25,B
Calcannia,Cabernet Sauvignon,2019,Clare Valley,Australia,Cabernet Sauvignon,20,B
Calcannia,Grenache Shiraz Mouvedre,2019,Clare Valley,Australia,Red Rhône Blend,20,G
Calcannia,Shiraz,2018,Clare Valley,Australia,Syrah / Shiraz,20,S
Calchas,Cabernet Sauvignon,2017,Columbia Valley,USA,Cabernet Sauvignon,22,G
California ROOTS,Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,5,G
California ROOTS,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,5,S
California ROOTS,Chardonnay,2020,California,USA,Chardonnay,5,S
California ROOTS,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,5,S
California ROOTS,Pink Moscato,2020,California,USA,Varietal Blush Wine,5,S
Cameron Hughes,CAM Collection Cabernet Sauvignon,2019,Columbia Valley,USA,Cabernet Sauvignon,16,B
Cameron Hughes,Super Tuscan Red Blend,2016,Toscana IGT,Italy,Sangiovese Blend,20,B
Cameron Hughes,Cabernet Franc,2018,Columbia Valley,USA,Cabernet Franc,16,G
Cameron Hughes,Cabernet Sauvignon,2018,Mount Veeder| Napa Valley,USA,Cabernet Sauvignon,39,G
Cameron Hughes,Cabernet Sauvignon,2019,Columbia Valley,USA,Cabernet Sauvignon,15,S
Cameron Hughes,Cabernet Sauvignon,2019,North Coast,USA,Cabernet Sauvignon,18,S
Cameron Hughes,Cabernet Sauvignon,2017,Napa Valley,USA,Cabernet Sauvignon,29,S
Cameron Hughes,Cabernet Sauvignon,2019,Oakville| Napa Valley,USA,Cabernet Sauvignon,35,S
Cameron Hughes,Cabernet Sauvignon,2019,Oakville,USA,Cabernet Sauvignon,32,S
Cameron Hughes,Nebbiolo,2019,Langhe,Italy,Nebbiolo (Barbaresco| Barolo),14,S
Cameron Hughes,Rosé Prosecco,2020,Prosecco DOC,Italy,Rosé,14,S
Cameron Hughes,White Blend,2020,Napa Valley,USA,Sauvignon Blanc / Semillon Blends,16,S
Cannonball,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,15,G
Cannonball,Chardonnay,2020,California,USA,Chardonnay,15,S
Cannonball,Merlot,2019,California,USA,Merlot,15,S
Cannonball,Sauvignon Blanc,2020,California,USA,Sauvignon Blanc,15,S
Cantine Maschio,Brut Prosecco,NV,Verona IGT,Italy,Prosecco,14,S
Cantine Maschio,Extra Dry Prosecco,NV,Verona IGT,Italy,Prosecco,13,S
Cantine Maschio,Brut Prosecco,2020,Veneto,Italy,Prosecco,22,S
Cantine Maschio,Millesimato Extra Dry Rosé Prosecco,2020,Verona IGT,Italy,Rosé,15,S
Canvas,Chardonnay,2020,California,USA,Chardonnay,30,B
Canvas,Pinot Grigio,2019,DOC delle Venezie,Italy,Pinot Gris/ Pinot Grigio,30,B
Canvas,Pinot Noir,2019,California,USA,Pinot Noir,30,B
Canvas,Cabernet Sauvignon,2018,California,USA,Cabernet Sauvignon,30,S
Capital Z,Zinfandel,2020,Lodi,USA,Zinfandel,15,B
Cardwell Hill Cellars,Dijon Blocks Pinot Noir,2017,Willamette Valley,USA,Pinot Noir,40,B
Cardwell Hill Cellars,Monet Blocks Pinot Noir,2016,Willamette Valley,USA,Pinot Noir,40,GG
Cardwell Hill Cellars,Barrel Select Pinot Noir,2017,Willamette Valley,USA,Pinot Noir,28,S
Cardwell Hill Cellars,Reserve Pinot Noir,2016,Willamette Valley,USA,Pinot Noir,40,S
Carol Shelton Wines,Old Vine Carignane,2017,Alexander Valley,USA,Other Rhône Varietal,28,B
Carol Shelton Wines,Organically Grown Zinfandel,2018,Mendocino County,USA,Zinfandel,20,G
Carol Shelton Wines,Coquille Rouge Red Blend,2020,Central Coast,USA,Red Rhône Blend,26,S
Carol Shelton Wines,Wild Thing Viognier,2020,Placer County,USA,Viognier,20,S
Carol Shelton Wines,Coquille Blanc White Blend,2020,Paso Robles,USA,White Rhône Blend,26,S
Carol Shelton Wines,Rocky Reserve Zinfandel,2018,Rockpile,USA,Zinfandel,40,S
Cartlidge '&' Browne,Pinot Noir,2020,California,USA,Pinot Noir,13,B
Cartlidge '&' Browne,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,25,S
Cartlidge '&' Browne,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,13,S
Cartlidge '&' Browne,Chardonnay,2020,California,USA,Chardonnay,13,S
CARYS,Sauvignon Blanc,2020,Monterey,USA,Sauvignon Blanc,13,B
CARYS,Pinot Gris,2020,Monterey,USA,Pinot Gris/ Pinot Grigio,13,S
Casa Zamora,Sauvignon Blanc Semillon,2020,Avante,México,Sauvignon Blanc / Semillon Blends,17,B
Casa Zamora,Shiraz,2018,Redes,México,Syrah / Shiraz,40,B
Cassiday Blare,Red Blend,2020,California,USA,Non-Bordeaux Blend<$25,21,S
Castello di Izola,Sangiovese,2019,Rubicone IGT,Italy,Sangiovese,28,G
Castle Rock Winery,Pinot Noir,2020,Mendocino County,USA,Pinot Noir,13,G
Castle Rock Winery,Cabernet Sauvignon,2017,Paso Robles,USA,Cabernet Sauvignon,13,S
Castle Rock Winery,Pinot Noir,2020,Monterey County,USA,Pinot Noir,14,S
Castle Rock Winery,CA Cuvée Pinot Noir,2019,California,USA,Pinot Noir,12,S
Castoro Cellars,Reserve Charbono,2019,Paso Robles,USA,Charbono,30,G
Castoro Cellars,Estate Zinfandel,2020,Paso Robles,USA,Zinfandel,20,G
Castoro Cellars,Estate Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,20,S
Castoro Cellars,Reserve Chardonnay,2020,Paso Robles,USA,Chardonnay,30,S
Castoro Cellars,Estate Chardonnay,2020,Paso Robles,USA,Chardonnay,20,S
Castoro Cellars,Estate Merlot,2020,Paso Robles,USA,Merlot,20,S
Castoro Cellars,Reserve Carignane,2019,Paso Robles,USA,Other Rhône Varietal,30,S
Castoro Cellars,Reserve Pinot Noir,2020,Paso Robles,USA,Pinot Noir,30,S
Castoro Cellars,Estate Tempranillo,2019,Paso Robles,USA,Tempranillo,35,S
Cat Amongst the Pigeons,Chardonnay,2021,Adelaide Hills,Australia,Chardonnay,21,S
Cat Amongst the Pigeons,Chardonnay,2021,Eden Valley,Australia,Chardonnay,21,S
Cat Amongst the Pigeons,Riesling,2021,Eden Valley,Australia,Riesling 0.71% r.s. or above,21,S
Cat Amongst the Pigeons,Fat Cat Shiraz,2020,Barossa,Australia,Syrah / Shiraz,29,S
Cellardoor Winery,Ned Said Red Red Wine,2017,American,USA,Bordeaux Blends<$25,22,B
Cellardoor Winery,Cabernet Sauvignon,2017,American,USA,Cabernet Sauvignon,27,B
Cellardoor Winery,Ridgeberry Blue Blueberry Wine,2020,Maine,USA,Fruit Wine,18,B
Cellardoor Winery,Pinot Noir Blanc,2019,American,USA,Other White Varietal .7% or below,23,B
Cellardoor Winery,Pinot Noir,2017,American,USA,Pinot Noir,25,B
Cellardoor Winery,Sur La Riviere Red Wine,2018,American,USA,Red Rhône Blend,26,B
Cellardoor Winery,Buoy White White Wine,2019,American,USA,Other White Blend .7% or below,18,G
Cellardoor Winery,Aurora Red Wine,2017,American,USA,Premium Non- Bordeaux Blends>$25,32,G
Cellardoor Winery,Sewell Red Wine,2017,American,USA,Premium Non- Bordeaux Blends>$25,25,G
Cellardoor Winery,Treasure Blueberry Wine,2020,Maine,USA,Fruit Wine,18,GG
Cellardoor Winery,Malbec,2018,American,USA,Malbec,25,GG
Cellardoor Winery,Iron Gate Red Wine,2017,American,USA,Premium Bordeaux Blend >$25,33,GG
Cellardoor Winery,Riesling,2019,American,USA,Riesling 0.71% r.s. or above,17,GG
Cellardoor Winery,Cabernet Franc,2018,American,USA,Cabernet Franc,26,S
